"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019693","ribose phosphate metabolic process","20/299","102/6447",0.196078431372549,4.22781821758804,7.24614727077135,2.95568849322739e-08,6.11071411739337e-07,5.25294943961588e-07,"YBL099W/YBR039W/YCL040W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR399W/YDR516C/YFR053C/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",20
"GO:0006099","tricarboxylic acid cycle","11/299","30/6447",0.366666666666667,7.90602006688963,8.36057715331374,4.41209779298829e-08,8.91444304083315e-07,7.66311721940071e-07,"YDR148C/YDR178W/YFR049W/YGR244C/YIL125W/YKL148C/YKL141W/YKL085W/YLL041C/YMR118C/YNL117W",11
"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","8/299","14/6447",0.571428571428571,12.3210702341137,9.3510104465531,4.59413007366625e-08,9.07595918997622e-07,7.80196124791041e-07,"YEL039C/YGL191W/YGL187C/YHR051W/YJR048W/YLR395C/YMR256C/YNL052W",8
"GO:0008645","hexose transmembrane transport","10/299","25/6447",0.4,8.6247491638796,8.42314409131972,6.97353485636005e-08,1.3190366994264e-06,1.1338827112469e-06,"YCL040W/YDR277C/YDR342C/YDR343C/YEL069C/YFL011W/YFR053C/YHR096C/YNL318C/YNR072W",10
"GO:0015749","monosaccharide transmembrane transport","10/299","25/6447",0.4,8.6247491638796,8.42314409131972,6.97353485636005e-08,1.3190366994264e-06,1.1338827112469e-06,"YCL040W/YDR277C/YDR342C/YDR343C/YEL069C/YFL011W/YFR053C/YHR096C/YNL318C/YNR072W",10
"GO:0034219","carbohydrate transmembrane transport","12/299","38/6447",0.31578947368421,6.80901249779968,7.91977400049007,7.27284044631813e-08,1.34699065766184e-06,1.15791275526907e-06,"YBR298C/YCL040W/YDR277C/YDR342C/YDR343C/YDR536W/YEL069C/YFL011W/YFR053C/YHR096C/YNL318C/YNR072W",12
"GO:0008643","carbohydrate transport","12/299","39/6447",0.307692307692308,6.63442243375354,7.78277135654517,1.00742053004396e-07,1.82774867593691e-06,1.57118647650251e-06,"YBR298C/YCL040W/YDR277C/YDR342C/YDR343C/YDR536W/YEL069C/YFL011W/YFR053C/YHR096C/YNL318C/YNR072W",12
"GO:0072522","purine-containing compound biosynthetic process","18/299","92/6447",0.195652173913043,4.21862730841937,6.8567867567535,1.53592361335752e-07,2.72796152992823e-06,2.34503590163744e-06,"YAL054C/YBL099W/YBR039W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR399W/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",18
"GO:0009165","nucleotide biosynthetic process","19/299","102/6447",0.186274509803922,4.01642730670864,6.77159462601948,1.56497230625804e-07,2.72796152992823e-06,2.34503590163744e-06,"YBL099W/YBR039W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR399W/YGL037C/YJL116C/YJL026W/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",19
"GO:0016052","carbohydrate catabolic process","18/299","102/6447",0.176470588235294,3.80503639582924,6.29704198126762,7.76221461094956e-07,1.32704015175657e-05,1.14076271407882e-05,"YBR299W/YCL040W/YDL246C/YDR516C/YFR017C/YFR053C/YGR292W/YHL032C/YIL162W/YIL155C/YIL024C/YJR159W/YLR070C/YLR308W/YMR105C/YNR071C/YOL157C/YPR184W",18
